,Text
1532,"Making a breakthrough at the Olympic Games last season, the athlete set an indoor personal best of 16.50m in the triple jump at a meeting in Ghent."
1533,The 28-year-old quietly resumed competing at an indoor event in Birmingham.
1534,"Kim Clijsters will be returning from a career-threatening injury at the Antwerp WTA event in February, as stated on her website."
1535,"There is a subtle change occurring in viruses, trojans, and other malicious programs that are being sent over the internet to deceive people."
1536,The rise in criminal use of malware has led to the demise of the clear classification of various types of viruses and malicious software.
1537,"Mr. King mentioned that as the tactics employed by malicious programs evolve, many companies are adjusting their defense strategies."
1538,Students at the Mbita Point primary school in western Kenya are using handheld computers with a stylus to complete exercises in their digitized school textbooks.
1539,The system is more cost-effective than the installation and maintenance of an internet connection and traditional computer network.
1540,A security firm has cautioned that cash machine networks may become more vulnerable to computer viruses in the near future.
1541,"OS/2, the venerable IBM operating system, has long been the primary software used to operate many of the 1.4m cash machines worldwide."
1542,He mentioned that there have already been four instances where cash machines were unavailable for hours due to viruses affecting the bank's network.
1543,Mr. Hirsch from Retail Banking Research mentioned that the number of cash machines at risk is low due to the limited number of upgrades carried out annually.
1544,"Microsoft, a software giant, is venturing into the realm of blogging by introducing a test service called MSN Spaces for individuals to publish their blogs or online journals."
1545,MSN Spaces is available for free to individuals who have a Hotmail or MSN Messenger account.
1546,Re-purposing old mobile phones not only benefits the environment but also provides social advantages.
1547,"Approximately 15 million mobile phones become obsolete in the UK every year, according to the report."
1548,Researchers suggest that computer games could improve learning and are suitable for use in the classroom.
1549,"Project manager Caroline Pelletier stated that playing and discussing games is a significant aspect of young people's lives, as all games, including computer and video games, entertain while fostering social development."
1550,"The conclusion of the second project was that writing games should be an essential component of studying them, focusing on how games can be integrated into media education."
1551,Internet users are being warned to steer clear of a fraudulent website that purports to raise funds for tsunami victims.
1552,The spam e-mail currently in circulation contains a link to the website.
1553,Ms Sanders stated that sending spam e-mails to request donations was not the style of DEC and that it would never seek support in this manner.
1554,"Chairman and founder of MIT's Media Labs, Nicholas Negroponte, is working on a laptop PC that will be available for purchase at a price lower than $100 (£53)."
1555,"To enhance speed and the ability to use smaller processors and slower memory, the key is to eliminate excess fat."
1556,France recently joined other major European countries in launching a digital terrestrial TV (DTT) service.
1557,"The French DTT platform, known as TNT, is being rebranded as Television Numerique pour Tous, or ""digital television for all""."
1558,"Between September 2005 and March 2006, up to 15 pay-TV channels are set to launch on DTT."
1559,"According to a survey carried out by PC Pro Magazine, a significant number of Britons are dissatisfied with their internet service."
1560,"One-third of the 2,000 broadband users surveyed expressed dissatisfaction with their current providers, but Tim Danton, editor of PC Pro Magazine, believes this may only be the beginning."
1561,Bill Gates kicked off the Consumer Electronics Show (CES) in Las Vegas by highlighting how gadgets are increasingly collaborating to assist individuals in managing multimedia content at home and on the go.
1562,"At the beginning of the decade, Mr. Gates mentioned that a significant amount of work had been completed in the past year to address usability and compatibility issues between devices, aiming to facilitate content sharing."
1563,"Mr Gates stated that the PC, along with Microsoft's Media Centre, would have a central role in how people utilize audio, video, and images, but it would not be the sole device."
1564,"The mobile gaming industry is poised for a significant expansion in 2005, with various high-profile devices offering a variety of gaming and multimedia features."
1565,"Hoping to maintain its dominance in the competitive mobile gaming market, the Japanese gaming giant is banking on the success of the DS."
1566,The stylus provided can be used to control the game by aiming.
1567,Christmas shoppers are increasingly turning to cyberspace as a popular destination for their shopping needs.
1568,"Roughly half of the UK population currently makes purchases online, as indicated by data collected by the Interactive Media in Retail Group, which represents web retailers."
1569,"Iggy Fanlo, the chief revenue officer at Shopping.com, mentioned that the increasing use of broadband was fueling interest in online shopping."
1570,"According to official data, an increasing number of Americans are accessing high-speed internet."
1571,President George W. Bush promised during his 2004 re-election campaign to ensure that affordable high-speed internet access would be available to all Americans by 2007.
1572,"The European Commission (EC) will not revise a proposed European law on software patents, despite calls from MEPs."
1573,"In a letter to the President of the European Parliament, Josep Borrell, EC President José Manuel Barroso stated that the Commission would not submit a new proposal to the Parliament and the Council, as it had endorsed the ministers' agreement from May 2004."
1574,"Amazon.com, a US-based company, has a patent for its ""one-click shopping"" service."
1575,Future technological inventions are unlikely to have the same transformative impact as they did in the past.
1576,"Mr. Donofrio, Industry Week's 2003 Technology Leader of the Year, argues that we are now in a different phase regarding technology."
1577,"Mr Donofrio asserts that being ""computer illiterate"" will ultimately hold no value."
1578,"He believes that the science, engineering, and technology industry will face a shortage of skills."
1579,"According to its supporters, the Blu-ray next-generation DVD format is gaining more backers than its competitor."
1580,"Richard Doherty, from Panasonic's Hollywood Laboratories, a pioneer of Blu-ray, informed the BBC news website that the transition from standard definition video images to high-definition images has significantly increased the need for storage."
1581,"The gaming industry is a $20 billion global sector, making it just as important financially as the film industry."
1582,"Gaming companies have a strong preference for focusing on creating immersive worlds through intricate 3D models and textures, as well as enhancing resolution and frame rate to enhance the overall gaming experience."
1583,"Nicholas Negroponte, the chairman and founder of MIT's Media Labs, is working on a laptop PC that will be available for purchase at a price lower than $100 (£53)."
1584,"To increase speed and the ability to use smaller processors and slower memory, the first step is to eliminate excess fat."
1585,"Peter Molyneux, a prominent British computer games developer, has been awarded an OBE in the New Year Honours list for his contributions to the industry."
1586,"Mr Molyneux expressed his surprise at receiving the honor during an interview with the BBC News website, stating that it was unexpected."
1587,"Over the past decade, virtual football fans have likely grown accustomed to the annual release of Championship Manager (CM)."
1588,A game such as FM2005 has the potential to overwhelm you with statistics.
